donor_id,donor_first_name,donor_last_name,donor_email,donation_amount,donation_date,donation_method,donation_purpose,donation_frequency,donation_notes
452,Dylan,Benkin,dbenkincj@uiuc.edu,5582.14,6/12/2022,cash,missions,monthly,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
453,Rorie,Fairholm,rfairholmck@springer.com,3163.28,9/24/2022,online,tithe,quarterly,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi."
454,Torry,Pickover,tpickovercl@free.fr,8291.32,12/1/2022,check,offering,quarterly,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
455,Clovis,Casterton,ccastertoncm@wikispaces.com,9270.08,12/11/2022,check,missions,quarterly,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
456,Willi,Swigger,wswiggercn@moonfruit.com,3495.58,5/30/2022,check,offering,monthly,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
457,Matthiew,Crecy,mcrecyco@ebay.co.uk,6602.75,5/1/2022,cash,missions,monthly,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
458,Dory,Bofield,dbofieldcp@sina.com.cn,2479.4,2/22/2022,online,tithe,quarterly,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
459,Augustus,Brenton,abrentoncq@usatoday.com,8498.12,11/27/2022,online,tithe,one-time,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
460,Trenton,Bauckham,tbauckhamcr@soup.io,1152.5,11/8/2022,check,tithe,one-time,Sed ante. Vivamus tortor. Duis mattis egestas metus.
461,Mil,Brimblecombe,mbrimblecombecs@acquirethisname.com,2648.66,3/10/2022,cash,missions,quarterly,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
462,Bertine,Rothera,brotheract@sphinn.com,1282.19,8/19/2022,online,tithe,quarterly,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
463,Jonathon,Najera,jnajeracu@naver.com,5277.96,7/31/2022,cash,missions,monthly,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
464,Moria,Lansdale,mlansdalecv@nba.com,5708.97,1/14/2022,check,tithe,one-time,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."
465,Sukey,Allain,sallaincw@pen.io,5988.42,4/27/2022,online,offering,one-time,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus."
466,Saudra,Cressey,scresseycx@moonfruit.com,1291.65,4/28/2022,online,tithe,monthly,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus."
467,Enoch,Oughton,eoughtoncy@umn.edu,792.43,6/10/2022,cash,missions,one-time,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
468,Fergus,Clines,fclinescz@usa.gov,1406.61,7/24/2022,check,missions,monthly,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
469,Melosa,Karoly,mkarolyd0@rakuten.co.jp,5037.92,9/1/2022,check,tithe,one-time,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
470,Britni,Semmens,bsemmensd1@nifty.com,309.35,5/30/2022,online,tithe,quarterly,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
471,Codi,Clues,ccluesd2@qq.com,6872.76,11/12/2022,online,offering,quarterly,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
472,Valentin,Hinsche,vhinsched3@theglobeandmail.com,6099.3,10/8/2022,check,offering,one-time,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
473,Iorgos,Maidstone,imaidstoned4@earthlink.net,2733.04,9/17/2022,check,missions,quarterly,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
474,Bar,Napper,bnapperd5@reference.com,1761.53,2/5/2022,check,offering,quarterly,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
475,Dillon,O'Cannan,docannand6@so-net.ne.jp,6927.9,11/7/2022,check,missions,monthly,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."
476,Wilie,Jeremiah,wjeremiahd7@dyndns.org,5174.67,11/29/2022,check,tithe,monthly,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo."
477,Winne,Jiruca,wjirucad8@yandex.ru,5479.73,2/4/2022,cash,missions,one-time,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio."
478,Ruy,Peasee,rpeaseed9@woothemes.com,14.3,3/10/2022,online,tithe,one-time,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
479,Loraine,Featherstonhalgh,lfeatherstonhalghda@craigslist.org,6949.2,5/17/2022,online,offering,one-time,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
480,Ealasaid,McKennan,emckennandb@mapquest.com,3644.65,11/6/2022,cash,offering,quarterly,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."
481,Abdul,Baume,abaumedc@independent.co.uk,8613.08,12/15/2022,cash,offering,monthly,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
482,Lyle,Klainer,lklainerdd@etsy.com,7299.83,6/28/2022,online,missions,quarterly,Sed ante. Vivamus tortor. Duis mattis egestas metus.
483,Thedric,Lindores,tlindoresde@tripod.com,2100.37,4/19/2022,check,missions,monthly,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
484,Brian,Mathe,bmathedf@tinyurl.com,109.62,10/11/2022,check,tithe,one-time,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
485,Gayla,Gaule,ggauledg@jigsy.com,4893.35,7/25/2022,online,missions,monthly,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
486,Sabrina,Quinnelly,squinnellydh@ifeng.com,359.49,6/22/2022,check,offering,monthly,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
487,Jae,Cunniff,jcunniffdi@mlb.com,6341.81,12/14/2022,cash,offering,quarterly,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
488,Alex,Tzar,atzardj@behance.net,9750.07,7/12/2022,cash,tithe,one-time,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
489,Delmore,D'eathe,ddeathedk@tamu.edu,8299.97,7/23/2022,online,tithe,quarterly,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
490,Parker,McGrane,pmcgranedl@virginia.edu,372.83,11/26/2022,online,offering,quarterly,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi."
491,Sutherland,Earlam,searlamdm@nydailynews.com,1884.68,9/1/2022,cash,offering,one-time,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
492,Leisha,Wilby,lwilbydn@hugedomains.com,7174.28,5/6/2022,check,offering,monthly,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
493,Milly,Gronou,mgronoudo@nature.com,8305.63,1/27/2022,online,offering,one-time,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
494,Jasun,Wilfling,jwilflingdp@chicagotribune.com,3705.75,4/1/2022,cash,offering,monthly,In congue. Etiam justo. Etiam pretium iaculis justo.
495,Henry,Dobble,hdobbledq@livejournal.com,703.64,6/3/2022,cash,offering,quarterly,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
496,Karlee,Nisbith,knisbithdr@altervista.org,1620.86,7/3/2022,check,missions,monthly,Sed ante. Vivamus tortor. Duis mattis egestas metus.
497,Saundra,Gunter,sgunterds@usatoday.com,2372.05,2/18/2022,check,tithe,quarterly,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
498,Bethena,Kinghorn,bkinghorndt@epa.gov,928.74,12/22/2022,check,offering,quarterly,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
499,Johannes,Mougenel,jmougeneldu@wisc.edu,9631.95,1/31/2022,cash,tithe,monthly,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
500,Alvin,Frango,afrangodv@mysql.com,5383.88,6/7/2022,online,missions,monthly,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
501,Gabey,Arndt,garndtdw@latimes.com,9713.95,3/23/2022,cash,tithe,one-time,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
502,Perla,Vyel,pvyeldx@drupal.org,4345.53,9/23/2022,check,offering,one-time,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."
503,Yurik,Blowin,yblowindy@infoseek.co.jp,4311.29,12/27/2022,check,offering,one-time,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
504,Meier,Ellingsworth,mellingsworthdz@techcrunch.com,8379.92,9/1/2022,cash,tithe,monthly,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus."
505,Cory,Wrangle,cwranglee0@behance.net,9990.37,3/2/2022,cash,offering,quarterly,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
506,Jolie,Rosborough,jrosboroughe1@smugmug.com,3866.94,4/13/2022,cash,tithe,one-time,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
507,Deva,Corcut,dcorcute2@gmpg.org,5434.92,9/18/2022,check,tithe,one-time,Fusce consequat. Nulla nisl. Nunc nisl.
508,Padraic,Greason,pgreasone3@springer.com,5880.12,3/16/2022,check,tithe,monthly,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
509,Rozamond,Bridgestock,rbridgestocke4@loc.gov,679.52,3/17/2022,online,missions,quarterly,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
510,Valma,Di Gregorio,vdigregorioe5@123-reg.co.uk,8237.72,12/4/2022,cash,tithe,monthly,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
511,Verney,Poker,vpokere6@studiopress.com,5624.66,8/12/2022,online,tithe,one-time,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
512,Peyton,Gooderham,pgooderhame7@last.fm,5675.3,8/31/2022,online,tithe,monthly,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
513,Renee,Ashley,rashleye8@wikimedia.org,3405.54,3/11/2022,online,tithe,monthly,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."
514,Pattie,Feely,pfeelye9@about.com,9902.66,5/22/2022,check,offering,quarterly,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
515,Orlando,Mancktelow,omancktelowea@arizona.edu,1261.75,2/17/2022,cash,offering,one-time,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
516,Marcos,McElory,mmceloryeb@de.vu,79.47,2/27/2022,check,missions,quarterly,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
517,Darci,Chappell,dchappellec@businesswire.com,342.99,1/7/2022,check,missions,quarterly,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
518,Anatol,Biaggioli,abiaggiolied@state.tx.us,7320.02,11/13/2022,cash,offering,quarterly,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
519,Kissiah,Jinks,kjinksee@businessinsider.com,8049.62,10/18/2022,cash,offering,one-time,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
520,Octavia,Eggerton,oeggertonef@bloglines.com,5313.14,7/27/2022,check,offering,one-time,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
521,Orsola,Major,omajoreg@stumbleupon.com,3265.5,9/20/2022,cash,offering,quarterly,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
522,Marthena,Vanyushkin,mvanyushkineh@blogger.com,2084.84,3/11/2022,online,tithe,quarterly,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo."
523,Marley,Lonie,mlonieei@google.ru,5643.58,3/18/2022,cash,tithe,quarterly,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
524,Karna,Shrimptone,kshrimptoneej@craigslist.org,2011.77,6/20/2022,cash,tithe,monthly,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi."
525,Shamus,McKearnen,smckearnenek@so-net.ne.jp,6999.95,1/29/2022,check,missions,monthly,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
526,Sallyanne,Fridd,sfriddel@barnesandnoble.com,7914.03,6/24/2022,cash,tithe,one-time,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque."
527,Cullie,Lyfield,clyfieldem@freewebs.com,6123.28,5/14/2022,online,offering,quarterly,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
528,Skippie,Bonwell,sbonwellen@redcross.org,1589.2,9/17/2022,cash,tithe,quarterly,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
529,Elfrieda,Watton,ewattoneo@constantcontact.com,3357.05,3/20/2022,cash,missions,quarterly,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
530,Hilde,Lomansey,hlomanseyep@technorati.com,455.9,8/1/2022,online,tithe,monthly,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
531,Ewart,Snashall,esnashalleq@shareasale.com,7611.15,2/1/2022,cash,offering,quarterly,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
532,Tedmund,Waddilow,twaddilower@webnode.com,9787.83,11/5/2022,check,missions,one-time,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
533,Dru,Marians,dmarianses@cbslocal.com,4093.07,4/3/2022,cash,tithe,one-time,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
